no	Correct	planning package		deviation	[[ 0.67269623  0.32730377]]	[[[  0.87526948   0.87303698   0.85390582   0.85200971   0.58276789
no	Correct	manufacture		architecture	[[ 0.64624739  0.35375258]]	[[[ 0.92164473  0.9191071   0.90840623  0.92840194  0.59227996  0.78407533
no	Correct	conflict		editor	[[ 0.67005002  0.32995   ]]	[[[ 0.85921512  0.92954933  0.87870833  0.7596792   0.43336521  0.60656918
yes	Incorrect	sort		lead	[[ 0.3176904   0.68230957]]	[[[ 0.93417141  0.95846837  0.90866266  0.87300557  0.52949306  0.72517009
yes	Correct	reentrant		re-entrant	[[  5.63052745e-05   9.99943733e-01]]	[[[ 0.95531156  0.99524664  0.98431755  0.96800725  0.8771345   0.97716874
no	Correct	error processing		inductive assertion method	[[ 0.67269641  0.3273035 ]]	[[[  0.           0.           0.           0.89836585   0.56615764
no	Correct	project management team		software test incident	[[ 0.67269689  0.32730311]]	[[[  0.           0.           0.           0.9547208    0.76519387
no	Incorrect	wip		work in process	[[ 0.6767211   0.32327887]]	[[[  0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00
no	Correct	budget at completion		existing software	[[ 0.67269647  0.3273035 ]]	[[[  0.82533244   0.54088147   0.82566317   0.93217194   0.69466387
no	Correct	certified scrum product owner		insight backlog	[[ 0.67269647  0.3273035 ]]	[[[  0.           0.           0.           0.9759368    0.68033026
no	Correct	organizational maturity		antifragility	[[ 0.6727078   0.32729217]]	[[[  0.           0.           0.           0.96284218   0.57385348
no	Correct	control breakpoint		spooler	[[ 0.67269588  0.32730407]]	[[[  0.92016536   0.95766616   0.896244     0.930446     0.59415601
no	Correct	shell		perform quantitative analysis	[[ 0.67269617  0.32730383]]	[[[  0.78123282   0.81343049   0.7171532    0.88745764   0.33544662
no	Correct	daily meeting		systems analysis	[[ 0.67269331  0.32730666]]	[[[  0.94991022   0.95408356   0.88477566   0.95680462   0.65009592
no	Incorrect	call graph		structure chart	[[ 0.67251843  0.32748157]]	[[[  0.95916827   0.97729198   0.94634927   0.87652405   0.72144668
no	Correct	ontology		marketing organization	[[ 0.67269611  0.32730386]]	[[[  0.80115048   0.81147979   0.77698004   0.85909255   0.50261277
no	Incorrect	assignment statement		declaration	[[ 0.67269623  0.3273038 ]]	[[[  0.95455913   0.98086647   0.97616159   0.90044808   0.73828853
no	Correct	customer uncertainty		language	[[ 0.67269677  0.32730323]]	[[[  0.           0.           0.           0.94730775   0.70732203
no	Correct	change control board		parallel classes	[[ 0.67269617  0.32730386]]	[[[  0.88756163   0.89317661   0.88281943   0.96085495   0.69525459
no	Correct	use case		object type set	[[ 0.67117614  0.32882392]]	[[[  0.           0.           0.           0.88707493   0.711488
no	Correct	iteration retrospective		measurement process owner	[[ 0.67269635  0.32730365]]	[[[  0.           0.           0.           0.95332266   0.85479529
no	Correct	acceptance testing		interface role	[[ 0.67263824  0.32736179]]	[[[  0.88790754   0.95285702   0.84151582   0.93340581   0.77627087
no	Correct	coincidental cohesion		chief programmer	[[ 0.67269593  0.32730407]]	[[[  0.87168673   0.88605541   0.78591336   0.90941678   0.60858127
no	Incorrect	offset		relative address	[[ 0.67269182  0.32730824]]	[[[  0.93884818   0.95713151   0.94596242   0.94459549   0.6412443
no	Correct	first-generation language		start-to-start	[[ 0.67269582  0.32730424]]	[[[  0.86012527   0.91014822   0.90198043   0.92001883   0.75770499
no	Correct	appraisal team leader		export process	[[ 0.67269856  0.32730147]]	[[[  0.           0.           0.           0.92037072   0.66117793
no	Correct	commit war		nano code	[[ 0.67233068  0.32766935]]	[[[  0.92871372   0.94264159   0.89327454   0.7240542    0.35468662
no	Correct	time		service provider	[[ 0.67269224  0.32730776]]	[[[  0.90352451   0.93907936   0.89365021   0.83929391   0.50104761
no	Correct	dump		call reference	[[ 0.67269373  0.32730624]]	[[[  0.89542664   0.94158759   0.92497559   0.8870437    0.60433122
no	Correct	genchi genbutsu		burndown chart	[[ 0.6726886   0.32731137]]	[[[  0.           0.           0.           0.96696256   0.80717371
yes	Correct	revision		version	[[ 0.19713438  0.80286562]]	[[[ 0.95156127  0.95413136  0.9000373   0.90026116  0.7296325   0.82038162
no	Correct	diagram feature		formal design	[[ 0.67256659  0.32743344]]	[[[  0.91395877   0.95606667   0.92195678   0.9184476    0.64033492
no	Correct	fast tracking		global configuration	[[ 0.67269588  0.32730407]]	[[[  0.91691648   0.92904186   0.89471581   0.80887536   0.6449119
no	Correct	emergent opportunity		information content	[[ 0.67269528  0.32730475]]	[[[  0.           0.           0.           0.93952235   0.75341935
no	Correct	logic programming language		source	[[ 0.67269599  0.32730401]]	[[[  0.84187877   0.91173924   0.86333058   0.95818279   0.66373971
no	Correct	software quality in use		key migration	[[ 0.67269611  0.32730392]]	[[[  0.89948267   0.88569979   0.85726374   0.92001185   0.68958006
no	Correct	product engineering		device interface task	[[ 0.6726982   0.32730177]]	[[[  0.           0.           0.           0.92010433   0.65108278
no	Correct	mitigating function		instruction set	[[ 0.67267996  0.32732013]]	[[[  0.           0.           0.           0.87032109   0.63140341
no	Correct	theme		project area configuration	[[ 0.67269617  0.32730383]]	[[[  0.70863662   0.8388133    0.83930579   0.86240183   0.45782324
no	Correct	data exception		system entity	[[ 0.66781449  0.33218554]]	[[[  0.90389572   0.9327074    0.86205063   0.94180753   0.81201039
no	Correct	absolute loader		control program	[[ 0.67268872  0.32731128]]	[[[  0.92629369   0.93814593   0.89443877   0.90574653   0.60886252
no	Correct	clear text file encoding		subroutine trace	[[ 0.67269713  0.32730284]]	[[[  0.           0.           0.           0.91156586   0.76431496
no	Correct	computational interface template		lifecycle profits	[[ 0.67269695  0.32730311]]	[[[  0.           0.           0.           0.92632218   0.71071818
no	Correct	project quality management		contingency reserve	[[ 0.67269599  0.32730401]]	[[[  0.61744244   0.66187211   0.76710113   0.94158739   0.81874384
no	Correct	inheritance		meaning	[[ 0.63393342  0.36606658]]	[[[ 0.91848935  0.93888811  0.93537063  0.94852122  0.54324384  0.76954451
no	Incorrect	paging		block allocation	[[ 0.67269081  0.32730913]]	[[[  0.87387312   0.97361243   0.87474184   0.92844051   0.75893537
no	Correct	data processing		systems integration testing	[[ 0.67269611  0.32730386]]	[[[  0.88702252   0.93463443   0.85040279   0.94510362   0.74303517
no	Correct	synchronous		practice	[[ 0.67255592  0.32744402]]	[[[  0.86359733   0.91704641   0.87449225   0.77193843   0.42157384
yes	Correct	story mapping		user story	[[ 0.18328433  0.81671572]]	[[[  0.96051363   0.99077616   0.97576339   0.98978673   0.88751577
no	Correct	flow target		test incident report	[[ 0.67269665  0.32730335]]	[[[  0.87943256   0.72118251   0.90803631   0.90383543   0.63238585
no	Correct	return value		theme	[[ 0.67261469  0.32738531]]	[[[  0.86509304   0.88616086   0.8439617    0.75241204   0.47829494
no	Incorrect	module		calling sequence	[[ 0.67269456  0.32730547]]	[[[  0.90651861   0.95368978   0.9255672    0.92998311   0.69350668
no	Correct	software design		Monte Carlo simulation	[[ 0.67270041  0.32729959]]	[[[  0.86949015   0.92159149   0.74400621   0.88185484   0.61311266
no	Correct	calling box		sprint review	[[ 0.67236763  0.3276324 ]]	[[[  0.83990996   0.87946207   0.69255279   0.88260119   0.60050533
no	Correct	control Information		optional subgroup	[[ 0.67269325  0.32730678]]	[[[  0.90905914   0.91082173   0.88297082   0.94752672   0.68282529
no	Correct	pass criteria		tunneled arrow	[[ 0.67274767  0.32725233]]	[[[  0.           0.           0.           0.76263381   0.34151606
no	Correct	domain model		cut-off date	[[ 0.67261386  0.32738614]]	[[[  0.86388898   0.90938262   0.82908773   0.85583096   0.58758265
no	Correct	transaction matrix		scrummerfall	[[ 0.67269737  0.32730263]]	[[[  0.79754429   0.87064012   0.70517423   0.92008474   0.60670434
no	Incorrect	computer performance evaluation		workload model	[[ 0.67269599  0.32730398]]	[[[  0.           0.           0.           0.98080722   0.89134086
no	Correct	syntactic error		root cause analysis	[[ 0.67269671  0.32730329]]	[[[  0.90972229   0.92934019   0.92782408   0.90936305   0.554987
no	Correct	process outcome		monitoring and controlling processes	[[ 0.67269593  0.32730407]]	[[[  0.84487415   0.92919908   0.85063971   0.92878998   0.81425645
no	Correct	on-line		error processing	[[ 0.67265427  0.3273457 ]]	[[[  0.91889938   0.95540355   0.91610858   0.9071201    0.7428732
no	Correct	emergent opportunity		subphase	[[ 0.67274356  0.3272565 ]]	[[[  1.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
no	Correct	stakeholder value		management review	[[ 0.67261642  0.32738352]]	[[[  0.87863143   0.96734399   0.91048293   0.93998194   0.68575371
